tau_0,M,F_min,finite_noise,finite_ER_sum_dB,finite_eta_sort,large_M_noise,large_M_ER_sum_dB,large_M_eta_sort
4.0,8,32.0,0.050000411553768886,13.010264209680765,0.9523805790896983,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,9,36.0,0.05018546038356342,12.994220874328036,0.9522127640528998,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,10,40.0,0.050317909464653976,12.98277410623697,0.9520926864035852,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,11,44.0,0.050415952339839976,12.974320247253415,0.9520038207459277,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,12,48.0,0.05049054793378249,12.967899162261425,0.9519362187188711,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,13,52.0,0.05054861636679653,12.962907275604035,0.9518836010258971,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,14,56.0,0.05059470156068313,12.958949614890983,0.9518418458749853,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,15,60.0,0.050631886981260754,12.955758867494838,0.9518081569685274,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,16,64.0,0.05066232466951237,12.953148862395434,0.9517805830855806,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,17,68.0,0.05068755350981724,12.950986699686931,0.9517577291741054,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,18,72.0,0.05070869749845963,12.94917544579251,0.951738576430187,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,19,76.0,0.05072659306246896,12.947643051152053,0.9517223667913266,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,20,80.0,0.05074187302588906,12.94633505782112,0.9517085267766436,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,21,84.0,0.05075502330732151,12.945209684553586,0.9516966160698745,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,22,88.0,0.05076642201853021,12.944234442843097,0.9516862920676438,0.0508833552996264,12.934242586004522,0.9515803965844348
