detuning_from_l0_peak_mhz,detuning_from_l0_peak_fsr,T_l0,T_l9,T_overlap_min
-1207.9708516597748,-0.12182682900140358,0.016098418385082792,0.01538832964941386,0.01538832964941386
-1207.352789402008,-0.12176449590380796,0.016114638983996926,0.015403556686320657,0.015403556686320657
-1206.7347271442413,-0.12170216280621235,0.016130883976715523,0.015418806217472693,0.015418806217472693
-1206.1166648864746,-0.12163982970861674,0.016147153411904574,0.015434078286962777,0.015434078286962777
-1205.4986026883125,-0.12157749661703239,0.016163447336778273,0.01544937293751514,0.01544937293751514
-1204.8805404305458,-0.12151516351943678,0.01617976580338713,0.015464690216387878,0.015464690216387878
-1204.262478172779,-0.12145283042184116,0.016196108859190247,0.015480030166523343,0.015480030166523343
-1203.6444159150124,-0.12139049732424555,0.01621247655333869,0.015495392832446239,0.015495392832446239
-1203.0263536572456,-0.12132816422664992,0.01622886893510569,0.015510778258790024,0.015510778258790024
-1202.408291399479,-0.12126583112905431,0.016245286053887018,0.015526186490297232,0.015526186490297232
-1201.7902291417122,-0.1212034980314587,0.016261727959201333,0.0155416175718198,0.0155416175718198
-1201.1721668839455,-0.12114116493386308,0.01627819470069055,0.015557071548319385,0.015557071548319385
-1200.5541046261787,-0.12107883183626747,0.016294686328120207,0.015572548464867665,0.015572548464867665
-1199.936042368412,-0.12101649873867185,0.016311202891379852,0.015588048366646682,0.015588048366646682
-1199.3179801106453,-0.12095416564107624,0.016327744440483367,0.015603571298949162,0.015603571298949162
-1198.6999178528786,-0.12089183254348061,0.01634431102556938,0.015619117307178845,0.015619117307178845
-1198.0818555951118,-0.120829499445885,0.01636090269690162,0.015634686436850766,0.015634686436850766
-1197.4637933373451,-0.12076716634828938,0.016377519504869292,0.015650278733591642,0.015650278733591642
-1196.8457310795784,-0.12070483325069377,0.016394161499987438,0.015665894243140178,0.015665894243140178
-1196.2276688218117,-0.12064250015309816,0.016410828732897342,0.015681533011347358,0.015681533011347358
-1195.609606564045,-0.12058016705550254,0.01642752125436687,0.01569719508417683,0.01569719508417683
-1194.9915443062782,-0.12051783395790693,0.01644423911529087,0.0157128805077052,0.0157128805077052
-1194.3734820485115,-0.1204555008603113,0.016460982366691555,0.015728589328122385,0.015728589328122385
-1193.7554197907448,-0.12039316776271569,0.01647775105971887,0.015744321591731916,0.015744321591731916
-1193.1373575925827,-0.12033083467113134,0.016494545244030042,0.015760077343430726,0.015760077343430726
-1192.519295334816,-0.12026850157353573,0.01651136497427083,0.015775856632789517,0.015775856632789517
-1191.9012330770493,-0.12020616847594012,0.016528210300358316,0.015791659504936426,0.015791659504936426
-1191.2831708192825,-0.1201438353783445,0.016545081273957218,0.015807486006632874,0.015807486006632874
-1190.6651085615158,-0.12008150228074889,0.016561977946861917,0.0158233361847556,0.0158233361847556
-1190.047046303749,-0.12001916918315327,0.016578900370996835,0.015839210086296986,0.015839210086296986
-1189.4289840459824,-0.11995683608555766,0.01659584859841684,0.01585510775836542,0.01585510775836542
-1188.8109217882156,-0.11989450298796203,0.01661282268130762,0.015871029248185616,0.015871029248185616
-1188.192859530449,-0.11983216989036642,0.016629822671986073,0.015886974603098965,0.015886974603098965
-1187.5747972726822,-0.11976983679277081,0.016646848622900733,0.015902943870563884,0.015902943870563884
-1186.9567350149155,-0.11970750369517519,0.01666390058663213,0.015918937098156158,0.015918937098156158
