rank_by_ERmin_F87,k_fraction,k,q,m,s_min_fraction,s_min,F_min_tau0,L_over_R,geometry_gap_to_0p5,has_positive_s_min,ER_min_dB_F32p21,ER_mean_dB_F32p21,ER_worst_mode_F32p21,efficiency_min_F32p21,efficiency_mean_F32p21,ER_min_dB_F87,ER_mean_dB_F87,ER_worst_mode_F87,efficiency_min_F87,efficiency_mean_F87
200,20/89,0.2247191011235955,89,20,1/89,0.011235955056179775,267.0,0.42091128457784793,0.07908871542215207,True,-0.8754899951685489,2.2967166742180543,46,0.4497727248329582,0.6237047770528967,5.131741212194497,9.686706656295824,46,0.7652402312434252,0.8909663565358441
201,15/73,0.2054794520547945,73,15,1/73,0.0136986301369863,219.0,0.36195151345126547,0.13804848654873453,True,-0.7151274254622706,5.721194529374607,40,0.4589267204205907,0.7520143706526924,5.128652193177481,13.43642667675495,40,0.7651124286518188,0.928650896717282
202,22/89,0.24719101123595505,89,22,1/89,0.011235955056179775,267.0,0.4911757596784356,0.008824240321564425,True,-0.8807285243963908,4.935579327551556,18,0.4494742319870152,0.6951719501660335,5.128348988705156,12.076941390975021,18,0.7650998815152774,0.8855816544524043
203,16/71,0.22535211267605634,71,16,1/71,0.014084507042253521,213.0,0.42287553351734886,0.07712446648265114,True,-1.4307849215279942,2.598650198342623,6,0.41837435454152083,0.6338802638108737,4.763000305742108,10.07198146567744,6,0.7496452814538358,0.8893803541010353
204,17/76,0.2236842105263158,76,17,1/76,0.013157894736842105,228.0,0.41770270485963307,0.08229729514036693,True,-1.3594702094306508,0.7628877173258196,31,0.4223754245875433,0.543219440568614,4.546266600946385,7.099157142727752,31,0.7401631249204843,0.8324627427491946
205,17/77,0.22077922077922077,77,17,1/77,0.012987012987012988,230.99999999999997,0.4087150895803191,0.0912849104196809,True,-1.349695196659472,0.8616591749878353,31,0.422924653039599,0.548938731914429,4.48528818147384,7.089426773242205,31,0.7374536828249164,0.8325008880283299
206,22/79,0.27848101265822783,79,22,1/79,0.012658227848101266,237.0,0.588998947838775,0.08899894783877504,True,-1.272921755891542,4.840232972294458,22,0.4272448448472332,0.722176749363903,4.412228580886305,12.393683199386219,22,0.7341835779569224,0.916209670397944
207,23/83,0.27710843373493976,83,23,1/83,0.012048192771084338,249.0,0.5847524671280483,0.08475246712804829,True,-1.3503377344650485,5.216349102992587,22,0.42288854491400923,0.7312883507246407,4.11851644121964,12.75624112785558,22,0.7207778865795781,0.9152153354833458
208,19/85,0.2235294117647059,85,19,1/85,0.011764705882352941,255.0,0.41722306190793507,0.08277693809206493,True,-1.7627029748824024,0.3673954662939673,31,0.3999010637858467,0.5209573117883671,3.7592990204203183,6.347092060670357,31,0.7038315326539467,0.8072900893976388
209,19/86,0.22093023255813954,86,19,1/86,0.011627906976744186,258.0,0.4091815745102818,0.09081842548971819,True,-1.7549364283105708,0.4386536795479356,31,0.40033030032969646,0.5250720946047391,3.7023221469974827,6.322213706762203,31,0.7010894627726179,0.8066751806259923
210,8/33,0.24242424242424243,33,8,0,0.0,inf,0.47620904208812875,0.023790957911871247,False,-0.1484812390177827,5.494195895393392,4,0.4914535652835563,0.7530707429385414,-0.02073133162856339,12.383033787831359,4,0.49880661088699224,0.8854824882601919
211,10/39,0.2564102564102564,39,10,0,0.0,inf,0.5201329700547075,0.02013297005470749,False,-0.1513445460593492,4.692529443325156,1,0.49128878917157065,0.7268377853396347,-0.021129226953062248,11.427881364005394,1,0.49878370632392494,0.8776616207383662
212,11/45,0.24444444444444444,45,11,0,0.0,inf,0.4825502516487495,0.017449748351250516,False,-0.25119977344260325,5.050427064967656,1,0.48554380878056397,0.7241674050644406,-0.03555536490080638,11.698494427187073,1,0.4979532801019839,0.8730791095487138
213,11/40,0.275,40,11,0,0.0,inf,0.5782172325201156,0.07821723252011559,False,-0.273912569472536,6.403496912212325,46,0.4842375498105431,0.7768493645230707,-0.03906515961689582,13.399828454784256,6,0.4977512438077784,0.8904375651004921
214,7/26,0.2692307692307692,26,7,0,0.0,inf,0.5602683401276615,0.06026834012766147,False,-0.3666100706716867,6.288420327446243,1,0.4789087509445495,0.785502594721994,-0.05319937634122257,13.306705494499761,1,0.49693763601996277,0.8942441084750096
215,3/10,0.3,10,3,0,0.0,inf,0.6545084971874737,0.15450849718747373,False,-0.4235116792749726,3.2328957834927508,37,0.47564000943242946,0.6253114803160448,-0.06154197940336184,6.2746912869198495,37,0.49645741817126154,0.6605082655796116
216,9/34,0.2647058823529412,34,9,0,0.0,inf,0.5461341797316509,0.046134179731650904,False,-0.42251468205801346,4.907517932360521,40,0.4756972652983941,0.7313736514363892,-0.06282255876115966,11.769316666563151,40,0.4963837058758158,0.8795497557074113
217,5/17,0.29411764705882354,17,5,0,0.0,inf,0.6368314950360414,0.13683149503604142,False,-0.4524859540411249,4.055872111843055,10,0.47397635162363294,0.6772496606498679,-0.0673465643377026,8.429307587530324,10,0.4961232978081051,0.7384742882449
218,4/19,0.21052631578947367,19,4,0,0.0,inf,0.37725725642960045,0.12274274357039955,False,-0.6438402851456986,5.289794442356215,27,0.4630053048295342,0.7300156352266578,-0.0982486512104009,11.097139088639937,27,0.4943445942001789,0.8163953003610347
219,11/39,0.28205128205128205,39,11,0,0.0,inf,0.6000128468880223,0.10001284688802226,False,-0.6701595621770382,6.685186216737818,1,0.4614988818875008,0.7845045566072916,-0.10307079525957138,13.75281464524862,1,0.49406704655911216,0.8923362939839948
220,7/24,0.2916666666666667,24,7,0,0.0,inf,0.6294095225512604,0.12940952255126037,False,-0.6850848794739752,6.41390346033554,22,0.46064491970977406,0.7849500913703379,-0.10917275845553023,13.493048385860602,22,0.4937158417641261,0.8941274768400969
221,5/24,0.20833333333333334,24,5,0,0.0,inf,0.37059047744873963,0.12940952255126037,False,-0.7337780016542051,6.375870702810634,22,0.45786054145678257,0.784392673768155,-0.11695532057568743,13.45962194864673,22,0.49326791740736886,0.8940505848704553
222,5/19,0.2631578947368421,19,5,0,0.0,inf,0.5412896727361661,0.04128967273616613,False,-0.7864632905654372,5.194256437349645,27,0.45485084975916007,0.7265125280374232,-0.1237262234423602,11.017059361451048,27,0.4928782277341664,0.8157297232705241
223,5/23,0.21739130434782608,23,5,0,0.0,inf,0.3982719934736831,0.10172800652631692,False,-0.806332770792152,5.114897742519081,27,0.45371663292769215,0.7490761800267968,-0.12776571575187556,12.154827728994226,4,0.49264574459728394,0.8870370298077259
224,8/27,0.2962962962962963,27,8,0,0.0,inf,0.643401616355545,0.14340161635554505,False,-0.8031637425888363,5.571555781972296,10,0.4538974998378355,0.7349476843322377,-0.13245507212009638,11.32751487658024,10,0.4923758641139839,0.8165218812099951
225,13/45,0.28888888888888886,45,13,0,0.0,inf,0.6209609477998338,0.1209609477998338,False,-0.8762050501473166,6.078756478649814,1,0.4497319786659102,0.7665829483303819,-0.13966888796340493,13.091473296617254,1,0.4919607053985639,0.887476421566205
226,7/25,0.28,25,7,0,0.0,inf,0.5936906572928623,0.0936906572928623,False,-0.932278778851366,5.620408024550271,15,0.4465388577859125,0.7327561103494579,-0.15146744213172686,11.437241866258809,15,0.49128171685409744,0.8160186339984539
227,7/27,0.25925925925925924,27,7,0,0.0,inf,0.529072414455238,0.029072414455238005,False,-0.9199276345370728,4.51320748104554,37,0.44724182491849407,0.6964813074415762,-0.15224809507377085,10.280582143735868,37,0.4912367925916133,0.8082842595137417
228,4/17,0.23529411764705882,17,4,0,0.0,inf,0.453865820268349,0.046134179731651015,False,-0.9972871725151443,4.619788916580991,10,0.44284248290792344,0.6719833049417329,-0.15824361992403074,9.249193824096903,10,0.49089177268219464,0.7373213815692439
229,6/23,0.2608695652173913,23,6,0,0.0,inf,0.5341212066823354,0.034121206682335425,False,-1.0203182554786858,6.086119755330567,4,0.44153443189218267,0.7658781911239179,-0.16918957216491187,13.212816881345631,4,0.49026189690560573,0.8898901762702262
230,8/31,0.25806451612903225,31,8,0,0.0,inf,0.5253245844193564,0.025324584419356366,False,-0.978641051071423,3.830403608317765,6,0.44390207178574337,0.677906394555737,-0.16943456770499438,9.452269560248391,6,0.49024779918600886,0.8030074763373197
231,5/21,0.23809523809523808,21,5,0,0.0,inf,0.4626349532067878,0.037365046793212175,False,-1.0462902628281847,2.3014383644175918,10,0.4400603246825463,0.5914992658247576,-0.1699349763132364,5.514086122562975,10,0.4902190043417176,0.654160730943448
232,5/22,0.22727272727272727,22,5,0,0.0,inf,0.42884258086335736,0.07115741913664264,False,-1.0812775636165184,3.8969954753116993,18,0.43807620633318844,0.6826338377909282,-0.17771699941832098,9.763274802111352,18,0.48977121447484323,0.806578918312291
233,7/34,0.20588235294117646,34,7,0,0.0,inf,0.36316850496395847,0.13683149503604153,False,-1.039465589057146,5.818049242067198,6,0.4404475750695337,0.7571144901243251,-0.18727802575688654,12.816519865686258,6,0.48922108050680346,0.885946824916949
234,9/31,0.2903225806451613,31,9,0,0.0,inf,0.6253262661293604,0.12532626612936038,False,-1.085435256022061,5.429150327533427,46,0.4378405552968877,0.72853488295627,-0.18851575988278108,11.252963628284677,46,0.48914986413499373,0.8151465337966846
235,7/33,0.21212121212121213,33,7,0,0.0,inf,0.3821205322452863,0.1178794677547137,False,-1.0793909538502464,5.502728081424994,4,0.43818314543457476,0.7475376733465052,-0.19152992598907512,12.538377690838445,4,0.4889764378051842,0.884106783116553
236,6/25,0.24,25,6,0,0.0,inf,0.4686047402353432,0.03139525976465679,False,-1.2220306654414368,4.601097561475108,6,0.4301147578137776,0.7014862748286541,-0.20873391159817273,10.381839828926015,6,0.4879866226837607,0.8095078985205054
237,7/30,0.23333333333333334,30,7,0,0.0,inf,0.4477357683661733,0.05226423163382671,False,-1.2258677112142933,5.427180377693805,1,0.4298982081166661,0.7103005553856553,-0.21081139012669936,11.388226521934365,1,0.4878671031326995,0.8103245439765132
238,8/39,0.20512820512820512,39,8,0,0.0,inf,0.36089126804177357,0.13910873195822643,False,-1.223810969834155,5.5602046447352835,1,0.43001428021235794,0.7433658074138654,-0.2357883676373694,12.487929341010025,1,0.4864302635634569,0.8807764307524103
239,11/42,0.2619047619047619,42,11,0,0.0,inf,0.5373650467932122,0.037365046793212175,False,-1.4158168606039447,5.669102164165774,46,0.41921325725407527,0.7441835098465287,-0.28307002700534994,12.706187927315396,46,0.4837109457654967,0.8806779358720025
240,7/31,0.22580645161290322,31,7,0,0.0,inf,0.4242861112477116,0.0757138887522884,False,-1.576595393569302,2.6056012897392953,6,0.41022761622077597,0.6290334880850569,-0.2944556583498308,8.444713240860874,6,0.4830562600809323,0.7919301696686789
241,9/40,0.225,40,9,0,0.0,inf,0.4217827674798846,0.07821723252011542,False,-2.084873635403209,2.3559225760413183,6,0.3822379819121187,0.6243598654951518,-0.4483611161384387,9.132169410376376,6,0.4742131589964641,0.8478690632636376
242,2/7,0.2857142857142857,7,2,0,0.0,inf,0.6112604669781572,0.11126046697815717,False,-3.146594946742665,0.2894372873653598,1,0.3263961695647729,0.4815980751492365,-3.0294080024427124,1.842074592719787,1,0.3323563202088381,0.4973472924590041
243,3/11,0.2727272727272727,11,3,0,0.0,inf,0.5711574191366425,0.07115741913664253,False,-3.1555593548747347,5.091040465474622,37,0.3259425088639952,0.6928113609672798,-3.030784216281827,10.159321879827964,37,0.33228600857025264,0.7413516135359992
244,4/15,0.26666666666666666,15,4,0,0.0,inf,0.5522642316338265,0.05226423163382654,False,-3.179218329481008,2.614986528151436,1,0.3247467685532242,0.6044895169631176,-3.034601031109228,6.3066981582569674,1,0.33209104418959123,0.6568867219610489
245,3/14,0.21428571428571427,14,3,0,0.0,inf,0.3887395330218427,0.11126046697815728,False,-3.276254375401627,4.002589294070722,4,0.31986648534094597,0.6667760913711226,-3.048908628939622,9.085749755926146,46,0.3313607190004058,0.7367734563750377
246,5/18,0.2777777777777778,18,5,0,0.0,inf,0.5868240888334652,0.08682408883346515,False,-3.2750289540225417,2.847326966114086,22,0.3199278737145503,0.6078016494659869,-3.049165585456043,6.518405534503266,4,0.3313476101712976,0.6572070656154116
247,3/13,0.23076923076923078,13,3,0,0.0,inf,0.4397316598723385,0.060268340127661524,False,-3.337463744688401,4.567997818858963,1,0.3168081285580977,0.6754163171340816,-3.0579599147671965,9.724969655593238,1,0.330899118672786,0.7383655469428669
248,1/5,0.2,5,1,0,0.0,inf,0.3454915028125263,0.15450849718747373,False,-4.837676256724995,-0.9322612841504408,1,0.2471415232013422,0.4059840900818501,-4.780433674946735,0.563322969096783,1,0.24960210327051868,0.41515062448779877
249,2/9,0.2222222222222222,9,2,0,0.0,inf,0.41317591116653474,0.08682408883346526,False,-4.862804751375648,-3.3798270349170174,1,0.24606653156804106,0.3227301028703979,-4.784037954845925,-3.2093828146378924,1,0.24944669154540253,0.33180550513920143
250,1/4,0.25,4,1,0,0.0,inf,0.5000000000000001,1.1102230246251565e-16,False,-6.051342239067344,-3.3481809458337604,6,0.1988698156466488,0.3287243090983581,-6.024842543649416,-3.273278799043339,6,0.19984374152806603,0.33269041303565366
